3;11;11;11;11;11;11;11;11;11;11;4;0;0;0;0;0;0;0;0;0
12;18;1;1;1;1;1;1;1;1;1;12;0;0;0;0;0;0;0;0;0
12;1;3;11;4;1;3;11;11;4;1;12;0;0;0;0;0;0;0;0;0
12;1;12;1;12;1;12;1;1;12;1;12;0;0;0;0;0;0;0;0;0
12;17;6;11;5;1;6;11;11;5;1;12;0;0;0;0;0;0;0;0;0
12;1;1;1;1;1;1;17;1;1;19;12;0;0;0;0;0;0;0;0;0
12;1;3;11;4;1;3;11;11;4;1;12;0;0;0;0;0;0;0;0;0
12;17;12;1;12;1;12;1;1;12;1;12;0;0;0;0;0;0;0;0;0
12;17;6;11;5;1;6;11;11;5;1;12;0;0;0;0;0;0;0;0;0
12;1;1;1;1;1;1;1;1;1;1;12;0;0;0;0;0;0;0;0;0
6;11;11;11;11;11;11;11;11;11;11;5;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
